2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 11:11:54.269 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"KVND","venueType":1,"records":[{"siteCode":"Lq5c4J","agentId":"8254189","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6127109","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8047944","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8615736","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2724352","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6906768","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2789761","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6182652","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6547859","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2361286","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"4665625","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null}]}]
2026-02-07 11:11:54.333 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] WARN  c.b.m.c.t.support.ReflectLambdaMeta - Unable to make field private final java.lang.Class java.lang.invoke.SerializedLambda.capturingClass accessible: module java.base does not "opens java.lang.invoke" to unnamed module @46a9d053
2026-02-07 11:11:54.346 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Starting...
2026-02-07 11:11:54.464 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  com.zaxxer.hikari.pool.HikariPool - agent-biz-ds-pool - Added connection com.mysql.cj.jdbc.ha.LoadBalancedConnectionProxy@24617fea
2026-02-07 11:11:54.468 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Start completed.
2026-02-07 11:11:54.529 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 11:11:54.807 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] ERROR c.c.b.c.c.h.APIExceptionHandler - error
java.lang.NullPointerException: Cannot invoke "java.math.BigDecimal.compareTo(java.math.BigDecimal)" because "totalValid" is null
	at com.cloud.baowang.agent.service.commission.AgentCommissionDailyCalcService.calcVenueTypeRate(AgentCommissionDailyCalcService.java:282)
	at com.cloud.baowang.agent.service.commission.AgentCommissionDailyCalcService.handleCalcAgentCommission(AgentCommissionDailyCalcService.java:146)
	at com.cloud.baowang.agent.api.AgentCommissionReviewApiImpl.calcAgentCommission(AgentCommissionReviewApiImpl.java:136)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:207)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:152)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:884)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1080)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:973)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:547)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:614)
	at io.undertow.servlet.handlers.ServletHandler.handleRequest(ServletHandler.java:74)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:129)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:109)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at io.undertow.servlet.handlers.FilterHandler.handleRequest(FilterHandler.java:84)
	at io.undertow.servlet.handlers.security.ServletSecurityRoleHandler.handleRequest(ServletSecurityRoleHandler.java:62)
	at io.undertow.servlet.handlers.ServletChain$1.handleRequest(ServletChain.java:68)
	at io.undertow.servlet.handlers.ServletDispatchingHandler.handleRequest(ServletDispatchingHandler.java:36)
	at io.undertow.servlet.handlers.RedirectDirHandler.handleRequest(RedirectDirHandler.java:68)
	at io.undertow.servlet.handlers.security.SSLInformationAssociationHandler.handleRequest(SSLInformationAssociationHandler.java:117)
	at io.undertow.servlet.handlers.security.ServletAuthenticationCallHandler.handleRequest(ServletAuthenticationCallHandler.java:57)
	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43)
	at io.undertow.security.handlers.AbstractConfidentialityHandler.handleRequest(AbstractConfidentialityHandler.java:46)
	at io.undertow.servlet.handlers.security.ServletConfidentialityConstraintHandler.handleRequest(ServletConfidentialityConstraintHandler.java:64)
	at io.undertow.security.handlers.AuthenticationMechanismsHandler.handleRequest(AuthenticationMechanismsHandler.java:60)
	at io.undertow.servlet.handlers.security.CachedAuthenticatedSessionHandler.handleRequest(CachedAuthenticatedSessionHandler.java:77)
	at io.undertow.security.handlers.AbstractSecurityContextAssociationHandler.handleRequest(AbstractSecurityContextAssociationHandler.java:43)
	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43)
	at io.undertow.servlet.handlers.SendErrorPageHandler.handleRequest(SendErrorPageHandler.java:52)
	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43)
	at io.undertow.servlet.handlers.SessionRestoringHandler.handleRequest(SessionRestoringHandler.java:119)
	at io.undertow.servlet.handlers.ServletInitialHandler.handleFirstRequest(ServletInitialHandler.java:276)
	at io.undertow.servlet.handlers.ServletInitialHandler$2.call(ServletInitialHandler.java:135)
	at io.undertow.servlet.handlers.ServletInitialHandler$2.call(ServletInitialHandler.java:132)
	at io.undertow.servlet.core.ServletRequestContextThreadSetupAction$1.call(ServletRequestContextThreadSetupAction.java:48)
	at io.undertow.servlet.core.ContextClassLoaderSetupAction$1.call(ContextClassLoaderSetupAction.java:43)
	at io.undertow.servlet.handlers.ServletInitialHandler.dispatchRequest(ServletInitialHandler.java:256)
	at io.undertow.servlet.handlers.ServletInitialHandler$1.handleRequest(ServletInitialHandler.java:101)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:393)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:859)
	at org.jboss.threads.ContextHandler$1.runWith(ContextHandler.java:18)
	at org.jboss.threads.EnhancedQueueExecutor$Task.run(EnhancedQueueExecutor.java:2513)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1512)
	at org.xnio.XnioWorker$WorkerThreadFactory$1$1.run(XnioWorker.java:1282)
	at java.base/java.lang.Thread.run(Thread.java:842)
2026-02-07 11:11:54.864 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 11:11:54.865 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10003,"message":"PROMPT_10003","transactionId":"","data":null,"messAppend":null,"ok":false}]
2026-02-07 11:11:54.889 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [java.lang.NullPointerException: Cannot invoke "java.math.BigDecimal.compareTo(java.math.BigDecimal)" because "totalValid" is null]
2026-02-07 11:11:54.953 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 11:11:54.953 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482364385591468032, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=1839, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 11:11:54.956 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"KVND","venueType":2,"records":[{"siteCode":"Lq5c4J","agentId":"8254189","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6127109","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8047944","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8615736","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2724352","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6906768","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2789761","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6182652","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6547859","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2361286","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null},{"siteCode":"Lq5c4J","agentId":"4665625","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":null,"validAmount":null,"roomType":null}]}]
2026-02-07 11:11:54.974 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 11:11:55.024 [XNIO-1 task-2][TID: N/A][trace:482364385591468032] ERROR c.c.b.c.c.h.APIExceptionHandler - error
java.lang.NullPointerException: Cannot invoke "java.math.BigDecimal.compareTo(java.math.BigDecimal)" because "totalValid" is null
	at com.cloud.baowang.agent.service.commission.AgentCommissionDailyCalcService.calcVenueTypeRate(AgentCommissionDailyCalcService.java:282)
	at com.cloud.baowang.agent.service.commission.AgentCommissionDailyCalcService.handleCalcAgentCommission(AgentCommissionDailyCalcService.java:146)
	at com.cloud.baowang.agent.api.AgentCommissionReviewApiImpl.calcAgentCommission(AgentCommissionReviewApiImpl.java:136)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:207)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:152)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:884)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1080)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:973)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:547)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:614)
	at io.undertow.servlet.handlers.ServletHandler.handleRequest(ServletHandler.java:74)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:129)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:109)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:67)
	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
